QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
113	3	ctg1385_13_17770_19507_neg	95.33%	54.84%	607	0.0	hypothetical protein DMG36_05965 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT94180?report=genbank
114	1	ctg32_179_166468_168181_neg	100.00%	89.30%	1070	0.0	AMP-binding protein [Acidobacteria bacterium] >gb|MBS1866431.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1840416?report=genbank
114	2	ctg32_179_166468_168181_neg	100.00%	82.11%	984	0.0	hypothetical protein DMG44_02395 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51473?report=genbank
114	3	ctg32_179_166468_168181_neg	100.00%	81.75%	980	0.0	hypothetical protein DMG46_05645 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT61061?report=genbank
115	1	ctg1948_18_13165_14878_neg	99.82%	73.51%	874	0.0	hypothetical protein DMG36_06965 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT93987?report=genbank
115	2	ctg1948_18_13165_14878_neg	100.00%	72.81%	871	0.0	hypothetical protein DMG48_18145 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU49025?report=genbank
115	3	ctg1948_18_13165_14878_neg	99.82%	73.33%	870	0.0	hypothetical protein DMG40_06005 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT82555?report=genbank
116	1	ctg1443_28_28207_29920_pos	99.82%	84.04%	999	0.0	hypothetical protein DMG36_06965 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT93987?report=genbank
116	2	ctg1443_28_28207_29920_pos	100.00%	82.81%	994	0.0	hypothetical protein AUH16_05320 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20273?report=genbank
116	3	ctg1443_28_28207_29920_pos	100.00%	82.63%	992	0.0	hypothetical protein AUI12_02205 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB89426?report=genbank
117	1	ctg614_38_54556_56269_neg	98.42%	85.61%	1010	0.0	hypothetical protein DMG50_09310 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU83110?report=genbank
117	2	ctg614_38_54556_56269_neg	97.54%	82.37%	962	0.0	hypothetical protein AUH16_05290 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20268?report=genbank
117	3	ctg614_38_54556_56269_neg	97.37%	83.42%	956	0.0	hypothetical protein AUF67_16225 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLD79428?report=genbank
118	1	ctg1443_24_25386_27084_pos	99.29%	73.63%	866	0.0	hypothetical protein AUH16_05290 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20268?report=genbank
118	2	ctg1443_24_25386_27084_pos	99.29%	74.69%	860	0.0	hypothetical protein DMG44_02380 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51470?report=genbank
118	3	ctg1443_24_25386_27084_pos	99.29%	72.74%	857	0.0	hypothetical protein DMG50_09310 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU83110?report=genbank
119	1	ctg1948_21_16002_17688_neg	97.68%	76.98%	873	0.0	hypothetical protein DMG48_18110 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU49018?report=genbank
119	2	ctg1948_21_16002_17688_neg	97.68%	75.54%	873	0.0	hypothetical protein AUH16_05290 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20268?report=genbank
119	3	ctg1948_21_16002_17688_neg	97.68%	75.36%	865	0.0	hypothetical protein DMG50_09310 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU83110?report=genbank
120	1	ctg144_33_30798_32469_neg	98.92%	76.90%	874	0.0	hypothetical protein DMG48_18110 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU49018?report=genbank
120	2	ctg144_33_30798_32469_neg	98.92%	75.63%	871	0.0	hypothetical protein AUH16_05290 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20268?report=genbank
120	3	ctg144_33_30798_32469_neg	98.92%	76.71%	871	0.0	hypothetical protein AUH11_05215 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39035?report=genbank
121	1	ctg32_182_169278_170940_neg	100.00%	80.65%	920	0.0	AMP-binding protein [Acidobacteria bacterium] >gb|MBS1866435.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1840412?report=genbank
121	2	ctg32_182_169278_170940_neg	99.82%	68.30%	802	0.0	hypothetical protein DMG50_09310 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU83110?report=genbank
121	3	ctg32_182_169278_170940_neg	99.46%	68.55%	794	0.0	hypothetical protein DMG54_32160 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU37893?report=genbank
122	1	ctg619_23_26961_28626_pos	99.64%	80.98%	923	0.0	AMP-binding protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8477388?report=genbank
122	2	ctg619_23_26961_28626_pos	99.64%	80.80%	921	0.0	AMP-binding protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9482399?report=genbank
122	3	ctg619_23_26961_28626_pos	99.64%	80.62%	920	0.0	AMP-binding protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8892288?report=genbank
123	1	ctg1_629_746371_747967_neg	95.10%	66.79%	683	0.0	benzoate-CoA ligase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU13463?report=genbank
123	2	ctg1_629_746371_747967_neg	96.05%	66.28%	681	0.0	benzoate-CoA ligase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU34976?report=genbank
123	3	ctg1_629_746371_747967_neg	96.42%	63.04%	662	0.0	benzoate-CoA ligase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/HEU44566?report=genbank
124	1	ctg153_154_139351_140929_pos	100.00%	89.71%	959	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMD73757?report=genbank
124	2	ctg153_154_139351_140929_pos	100.00%	89.71%	959	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMD41958?report=genbank
124	3	ctg153_154_139351_140929_pos	100.00%	90.10%	959	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMG57382?report=genbank
125	1	ctg1374_28_24233_25811_pos	100.00%	91.24%	975	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMF07858?report=genbank
125	2	ctg1374_28_24233_25811_pos	100.00%	91.05%	974	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TME17810?report=genbank
125	3	ctg1374_28_24233_25811_pos	100.00%	90.29%	966	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMF50318?report=genbank
126	1	ctg6_160_180574_182149_neg	100.00%	73.66%	823	0.0	benzoate-CoA ligase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI3651638?report=genbank
126	2	ctg6_160_180574_182149_neg	98.66%	73.28%	798	0.0	benzoate-CoA ligase family protein [Blastocatellia	https://www.ncbi.nlm.nih.gov/protein/PYP83114?report=genbank
126	3	ctg6_160_180574_182149_neg	98.09%	67.94%	757	0.0	benzoate-CoA ligase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI4852155?report=genbank
127	1	ctg509_73_70749_72327_pos	100.00%	86.48%	938	0.0	long-chain-fatty-acid--CoA ligase [bacterium]	https://www.ncbi.nlm.nih.gov/protein/TAN32388?report=genbank
127	2	ctg509_73_70749_72327_pos	100.00%	83.05%	908	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMC53915?report=genbank
127	3	ctg509_73_70749_72327_pos	100.00%	82.48%	908	0.0	long-chain-fatty-acid--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMC74152?report=genbank
128	1	ctg755_19_22960_24538_neg	97.71%	55.13%	583	0.0	AMP-binding protein [Chloroflexi bacterium] >gb|MBL6980039.1|	https://www.ncbi.nlm.nih.gov/protein/MBC8506551?report=genbank
128	2	ctg755_19_22960_24538_neg	97.71%	52.38%	570	0.0	AMP-binding protein [Anaerolineae bacterium] >gb|MBT7989014.1|	https://www.ncbi.nlm.nih.gov/protein/MBT3313161?report=genbank
128	3	ctg755_19_22960_24538_neg	97.33%	52.77%	570	0.0	AMP-binding protein [Anaerolineae bacterium] >gb|MBT7190427.1|	https://www.ncbi.nlm.nih.gov/protein/MBT3313074?report=genbank
129	1	ctg116429_1_0_1545_neg	96.12%	77.58%	778	0.0	CDGSH iron-sulfur domain-containing protein [Actinomycetia	https://www.ncbi.nlm.nih.gov/protein/MBV9204516?report=genbank
129	2	ctg116429_1_0_1545_neg	98.45%	73.40%	738	0.0	CDGSH iron-sulfur domain-containing protein [Streptosporangiaceae	https://www.ncbi.nlm.nih.gov/protein/MBV9095075?report=genbank
129	3	ctg116429_1_0_1545_neg	99.81%	69.51%	711	0.0	CDGSH iron-sulfur domain-containing protein [Trebonia	https://www.ncbi.nlm.nih.gov/protein/WP_145852711?report=genbank
130	1	ctg458_25_41897_43472_neg	99.62%	81.87%	897	0.0	D-alanine--poly(phosphoribitol) ligase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX33056?report=genbank
130	2	ctg458_25_41897_43472_neg	98.66%	73.60%	797	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5679780?report=genbank
130	3	ctg458_25_41897_43472_neg	98.47%	66.92%	729	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5705161?report=genbank
131	1	ctg153_156_142266_143805_pos	99.22%	85.10%	894	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMF50316?report=genbank
131	2	ctg153_156_142266_143805_pos	98.63%	85.01%	889	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TME21451?report=genbank
131	3	ctg153_156_142266_143805_pos	98.83%	84.19%	889	0.0	benzoate-CoA ligase family protein [bacterium]	https://www.ncbi.nlm.nih.gov/protein/TAN32386?report=genbank
132	1	ctg509_74_72530_74069_pos	98.24%	84.95%	893	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TME21451?report=genbank
132	2	ctg509_74_72530_74069_pos	98.24%	84.95%	893	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMF50316?report=genbank
132	3	ctg509_74_72530_74069_pos	98.83%	84.22%	889	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMC74149?report=genbank
133	1	ctg1374_31_27443_28976_pos	99.80%	85.69%	898	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMC74149?report=genbank
133	2	ctg1374_31_27443_28976_pos	99.80%	85.49%	897	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMB88562?report=genbank
133	3	ctg1374_31_27443_28976_pos	99.02%	85.40%	892	0.0	benzoate-CoA ligase family protein [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TME21451?report=genbank
134	1	ctg284_48_54017_55556_pos	90.23%	55.28%	482	7.69424e-158	PD40 domain-containing protein [Acidobacteriaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9502237?report=genbank
134	2	ctg284_48_54017_55556_pos	85.74%	52.04%	429	1.61523e-137	PD40 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3697132?report=genbank
134	3	ctg284_48_54017_55556_pos	86.91%	51.19%	415	2.61769e-137	serine/threonine-protein kinase [Bryobacterales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC6859506?report=genbank
135	1	ctg127_38_38762_40250_neg	98.38%	74.95%	753	0.0	biotin carboxyl carrier protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI2994216?report=genbank
135	2	ctg127_38_38762_40250_neg	98.38%	74.85%	752	0.0	biotin carboxyl carrier protein [Geobacter	https://www.ncbi.nlm.nih.gov/protein/WP_145025988?report=genbank
135	3	ctg127_38_38762_40250_neg	100.00%	70.10%	751	0.0	biotin carboxyl carrier protein [Thauera	https://www.ncbi.nlm.nih.gov/protein/WP_107221857?report=genbank
136	1	ctg2079_22_17599_19078_neg	97.76%	55.89%	538	0.0	DUF692 family protein [Microcystis aeruginosa]	https://www.ncbi.nlm.nih.gov/protein/WP_157404756?report=genbank
136	2	ctg2079_22_17599_19078_neg	97.15%	55.62%	532	0.0	conserved hypothetical protein [Microcystis aeruginosa	https://www.ncbi.nlm.nih.gov/protein/CCI35523?report=genbank
136	3	ctg2079_22_17599_19078_neg	97.15%	55.42%	532	0.0	DUF692 family protein [Microcystis sp.	https://www.ncbi.nlm.nih.gov/protein/MCA2628226?report=genbank
137	1	ctg1178_41_39719_41132_pos	94.47%	59.36%	542	0.0	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5627405?report=genbank
137	2	ctg1178_41_39719_41132_pos	94.47%	57.45%	535	0.0	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5567136?report=genbank
137	3	ctg1178_41_39719_41132_pos	94.89%	58.81%	532	0.0	radical SAM protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5510240?report=genbank
138	1	ctg892_25_26606_28046_neg	99.37%	70.65%	692	0.0	condensation protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX62394?report=genbank
138	2	ctg892_25_26606_28046_neg	99.37%	70.65%	691	0.0	condensation protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX05860?report=genbank
138	3	ctg892_25_26606_28046_neg	99.58%	52.51%	514	1.11313e-176	hypothetical protein DMG63_04390 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYY00951?report=genbank
139	1	ctg471_13_12597_14082_pos	96.76%	70.33%	703	0.0	SagB family peptide dehydrogenase [Bradyrhizobium	https://www.ncbi.nlm.nih.gov/protein/WP_146686795?report=genbank
139	2	ctg471_13_12597_14082_pos	97.77%	71.22%	699	0.0	SagB family peptide dehydrogenase [Xanthobacteraceae	https://www.ncbi.nlm.nih.gov/protein/MBX9826776?report=genbank
139	3	ctg471_13_12597_14082_pos	97.98%	68.71%	697	0.0	SagB/ThcOx family dehydrogenase [Bradyrhizobium sp.]	https://www.ncbi.nlm.nih.gov/protein/THD46270?report=genbank
140	1	ctg1329_41_39926_41381_pos	99.79%	72.73%	694	0.0	hypothetical protein DMG82_01975 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX26370?report=genbank
140	2	ctg1329_41_39926_41381_pos	99.79%	72.52%	690	0.0	hypothetical protein DMG83_10460 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX45261?report=genbank
140	3	ctg1329_41_39926_41381_pos	100.00%	71.28%	682	0.0	hypothetical protein DMG81_08145 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX39879?report=genbank
141	1	ctg153_160_146666_148103_pos	99.16%	87.42%	855	0.0	hypothetical protein E6I50_08725 [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TME67833?report=genbank
141	2	ctg153_160_146666_148103_pos	98.95%	85.33%	854	0.0	hypothetical protein E6J46_01015 [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMB80480?report=genbank
141	3	ctg153_160_146666_148103_pos	98.95%	85.12%	853	0.0	hypothetical protein E6I12_10410 [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMF76268?report=genbank
142	1	ctg23700_1_0_1434_pos	85.74%	51.06%	424	7.33207e-139	AMP-binding protein [Symploca sp. SIO2E6]	https://www.ncbi.nlm.nih.gov/protein/NET61393?report=genbank
142	2	ctg23700_1_0_1434_pos	92.87%	50.11%	430	6.36364e-134	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5719893?report=genbank
142	3	ctg23700_1_0_1434_pos	86.79%	50.47%	404	3.71178e-130	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/TMI79401?report=genbank
143	1	ctg53891_1_0_1422_neg	100.00%	89.45%	855	0.0	AMP-binding protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5662756?report=genbank
143	2	ctg53891_1_0_1422_neg	100.00%	77.00%	759	0.0	AMP-binding protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5700173?report=genbank
143	3	ctg53891_1_0_1422_neg	100.00%	64.77%	638	0.0	AMP-binding protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5635615?report=genbank
144	1	ctg25046_1_0_1422_pos	99.79%	72.48%	708	0.0	AMP-binding protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX25292?report=genbank
144	2	ctg25046_1_0_1422_pos	99.79%	72.27%	707	0.0	AMP-binding protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX05973?report=genbank
144	3	ctg25046_1_0_1422_pos	99.79%	70.56%	700	0.0	hypothetical protein AUG13_05650 [Chloroflexi bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE57108?report=genbank
145	1	ctg509_76_75199_76621_pos	96.41%	90.79%	852	0.0	hypothetical protein E6J20_05840 [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMC53909?report=genbank
145	2	ctg509_76_75199_76621_pos	96.41%	90.13%	850	0.0	hypothetical protein E6J37_06580 [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMB88566?report=genbank
145	3	ctg509_76_75199_76621_pos	96.41%	90.13%	850	0.0	hypothetical protein AUH80_06630 [Chloroflexi bacterium	https://www.ncbi.nlm.nih.gov/protein/OLC46519?report=genbank
146	1	ctg372_52_63130_64558_pos	99.58%	81.51%	788	0.0	SagB/ThcOx family dehydrogenase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMK41070?report=genbank
146	2	ctg372_52_63130_64558_pos	96.42%	82.21%	761	0.0	SagB/ThcOx family dehydrogenase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ46856?report=genbank
146	3	ctg372_52_63130_64558_pos	99.16%	78.18%	722	0.0	SagB-type dehydrogenase domain-containing protein [Bradyrhizobium	https://www.ncbi.nlm.nih.gov/protein/SIO55123?report=genbank
147	1	ctg1374_35_31835_33224_pos	99.13%	90.39%	863	0.0	hypothetical protein AUH80_06630 [Chloroflexi bacterium	https://www.ncbi.nlm.nih.gov/protein/OLC46519?report=genbank
147	2	ctg1374_35_31835_33224_pos	99.13%	90.17%	862	0.0	hypothetical protein E6I30_09780 [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMF32693?report=genbank
147	3	ctg1374_35_31835_33224_pos	99.13%	90.17%	861	0.0	hypothetical protein AUH27_08275 [Chloroflexi bacterium	https://www.ncbi.nlm.nih.gov/protein/OLC18503?report=genbank
151	1	ctg627_54_60014_61331_pos	99.77%	93.14%	872	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX26023?report=genbank
151	2	ctg627_54_60014_61331_pos	99.77%	93.14%	870	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX47137?report=genbank
151	3	ctg627_54_60014_61331_pos	99.77%	91.53%	858	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX37511?report=genbank
153	1	ctg113128_1_0_1269_neg	97.64%	70.45%	595	0.0	squalene--hopene cyclase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9991655?report=genbank
153	2	ctg113128_1_0_1269_neg	98.82%	70.28%	595	0.0	squalene--hopene cyclase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8978916?report=genbank
153	3	ctg113128_1_0_1269_neg	96.45%	70.05%	594	0.0	squalene--hopene cyclase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9570462?report=genbank
155	1	ctg231_91_82600_83863_neg	100.00%	89.05%	758	0.0	phenylacetate--CoA ligase [Chloroflexi bacterium] >tpg|HAF20964.1|	https://www.ncbi.nlm.nih.gov/protein/HAC44501?report=genbank
155	2	ctg231_91_82600_83863_neg	98.33%	78.26%	675	0.0	phenylacetate--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMB46724?report=genbank
155	3	ctg231_91_82600_83863_neg	96.67%	78.87%	669	0.0	phenylacetate--CoA ligase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMD92969?report=genbank
156	1	ctg619_30_37794_39027_pos	99.27%	59.46%	526	0.0	pyruvate carboxyltransferase [Chloroflexi bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI4322131?report=genbank
156	2	ctg619_30_37794_39027_pos	97.80%	59.35%	521	0.0	pyruvate carboxyltransferase [Firmicutes bacterium]	https://www.ncbi.nlm.nih.gov/protein/HHY33458?report=genbank
156	3	ctg619_30_37794_39027_pos	98.54%	58.27%	514	3.19862e-179	pyruvate carboxyltransferase [Firmicutes bacterium]	https://www.ncbi.nlm.nih.gov/protein/HHV78642?report=genbank
157	1	ctg1_633_751285_752506_neg	98.52%	72.00%	576	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3668976?report=genbank
157	2	ctg1_633_751285_752506_neg	94.83%	73.51%	570	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU14728?report=genbank
157	3	ctg1_633_751285_752506_neg	94.83%	73.25%	567	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU30529?report=genbank
158	1	ctg1178_43_42509_43670_neg	98.70%	66.23%	528	0.0	YcaO-like family protein [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBN8988306?report=genbank
158	2	ctg1178_43_42509_43670_neg	98.45%	63.38%	491	1.24715e-170	YcaO-like family protein [Bradyrhizobium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_212035659?report=genbank
158	3	ctg1178_43_42509_43670_neg	99.74%	59.54%	472	5.53941e-163	YcaO-like family protein [Desmonostoc muscorum]	https://www.ncbi.nlm.nih.gov/protein/WP_193915817?report=genbank
159	1	ctg614_44_63590_64796_neg	99.00%	92.70%	748	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|PYU60575.1|	https://www.ncbi.nlm.nih.gov/protein/PYU37591?report=genbank
159	2	ctg614_44_63590_64796_neg	99.00%	92.70%	747	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU86456?report=genbank
159	3	ctg614_44_63590_64796_neg	99.00%	92.44%	744	0.0	2-isopropylmalate synthase [Acidobacteria bacterium 13_1_20CM_3_58_11]	https://www.ncbi.nlm.nih.gov/protein/OLE47445?report=genbank
160	1	ctg32_188_178132_179329_neg	99.75%	93.47%	755	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|MBS1866880.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1840406?report=genbank
160	2	ctg32_188_178132_179329_neg	99.75%	85.93%	695	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|PYX61701.1|	https://www.ncbi.nlm.nih.gov/protein/PYU03476?report=genbank
160	3	ctg32_188_178132_179329_neg	96.48%	85.94%	685	0.0	2-isopropylmalate synthase [Acidobacteria bacterium 13_2_20CM_2_57_6]	https://www.ncbi.nlm.nih.gov/protein/OLB89416?report=genbank
161	1	ctg144_38_38988_40185_neg	99.75%	89.17%	720	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT55465?report=genbank
161	2	ctg144_38_38988_40185_neg	99.75%	88.44%	714	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU59477?report=genbank
161	3	ctg144_38_38988_40185_neg	99.75%	88.44%	714	0.0	2-isopropylmalate synthase [Acidobacteria bacterium] >gb|PYU60575.1|	https://www.ncbi.nlm.nih.gov/protein/PYU37591?report=genbank
162	1	ctg1443_18_17276_18467_pos	100.00%	84.85%	692	0.0	2-isopropylmalate synthase [Acidobacteria bacterium 13_1_20CM_3_58_11]	https://www.ncbi.nlm.nih.gov/protein/OLE47445?report=genbank
162	2	ctg1443_18_17276_18467_pos	100.00%	84.85%	692	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU86456?report=genbank
162	3	ctg1443_18_17276_18467_pos	99.75%	84.30%	689	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT55465?report=genbank
163	1	ctg79_75_70165_71359_pos	100.00%	71.28%	571	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLY73933?report=genbank
163	2	ctg79_75_70165_71359_pos	100.00%	70.28%	570	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLY60064?report=genbank
163	3	ctg79_75_70165_71359_pos	100.00%	71.28%	567	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Gammaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TLY98929?report=genbank
164	1	ctg405_51_58184_59381_neg	99.50%	79.60%	674	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Bryobacterales	https://www.ncbi.nlm.nih.gov/protein/MBK9166066?report=genbank
164	2	ctg405_51_58184_59381_neg	100.00%	77.23%	657	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Bryobacterales	https://www.ncbi.nlm.nih.gov/protein/MSV27321?report=genbank
164	3	ctg405_51_58184_59381_neg	99.50%	76.87%	644	0.0	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/MBI3940607?report=genbank
165	1	ctg6_165_186115_187297_pos	97.96%	85.49%	671	0.0	2-isopropylmalate synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT03065?report=genbank
165	2	ctg6_165_186115_187297_pos	98.73%	76.03%	626	0.0	2-isopropylmalate synthase [Blastocatellia bacterium AA13]	https://www.ncbi.nlm.nih.gov/protein/PYP86693?report=genbank
